original_title,popularity,runtime,averageRating,release_year,release_month,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,num_user_for_reviews,movie_facebook_likes,Genre_first_values,budget_adjusted
Punisher: War Zone,8.333526,102.0,5.9,2008.0,12.0,151.0,189.0,3000.0,967.0,766.0,280.0,0,Action,29547582.780096
Sahara,8.946243,124.0,6.1,2005.0,4.0,163.0,42.0,11000.0,973.0,848.0,463.0,0,Action,206566206.83717382
The Lion King,21.605761,89.0,8.5,1994.0,6.0,186.0,28.0,2000.0,886.0,847.0,656.0,17000,Family,91631693.91338573
Soldier,7.970031,99.0,6.0,1998.0,10.0,67.0,545.0,933.0,722.0,533.0,373.0,0,Action,135159408.66550505
The Lovely Bones,12.738789,136.0,6.6,2009.0,12.0,308.0,0.0,873.0,560.0,310.0,593.0,16000,Fantasy,94021964.57737835
The Lovely Bones,12.738789,136.0,6.6,2009.0,12.0,308.0,0.0,873.0,559.0,310.0,593.0,16000,Fantasy,94021964.57737835
The Lovely Bones,12.738789,136.0,6.6,2009.0,12.0,308.0,0.0,873.0,560.0,310.0,593.0,16000,Fantasy,94021964.57737835
The Lovely Bones,12.738789,136.0,6.6,2009.0,12.0,308.0,0.0,873.0,559.0,310.0,593.0,16000,Fantasy,94021964.57737835
The Insider,11.3569,157.0,7.8,1999.0,10.0,209.0,0.0,14000.0,826.0,680.0,521.0,0,Drama,162191290.1986062
Primer,7.15307,77.0,6.7,2004.0,10.0,143.0,291.0,291.0,45.0,8.0,371.0,19000,Science Fiction,11123.795698924743
Heaven is for Real,7.88371,99.0,5.9,2014.0,4.0,82.0,130.0,399.0,116.0,79.0,153.0,23000,Drama,15730232.143552309
The Lazarus Effect,5.840554,83.0,5.2,2015.0,1.0,152.0,26.0,10000.0,830.0,801.0,126.0,0,Thriller,4320686.014155106
Behind Enemy Lines,11.185625,106.0,6.4,2001.0,11.0,131.0,212.0,578.0,563.0,389.0,411.0,0,Action,72085018.42160277
Kingdom of the Spiders,2.884359,97.0,5.7,1977.0,8.0,95.0,8.0,423.0,23.0,22.0,84.0,0,Horror,2884071.6319702608
The Rugrats Movie,5.154373,79.0,5.9,1998.0,11.0,45.0,5.0,971.0,503.0,368.0,67.0,418,Animation,54063764.06620214
Valiant,11.836827,76.0,5.5,2005.0,3.0,93.0,2.0,1000.0,766.0,72.0,80.0,538,Animation,55613979.49462375
Blood Diamond,12.477872,143.0,8.0,2006.0,12.0,166.0,380.0,29000.0,3000.0,452.0,657.0,14000,Drama,153931548.6190474
Deux frères,5.300303,109.0,7.0,2004.0,4.0,88.0,218.0,21.0,17.0,8.0,124.0,2000,Adventure,118378326.65284169
Anna Karenina,8.543311,130.0,6.6,2012.0,9.0,324.0,456.0,2000.0,35.0,0.0,226.0,36000,Drama,21626071.367692504
Any Given Sunday,10.571434,163.0,6.9,1999.0,12.0,171.0,0.0,14000.0,2000.0,1000.0,452.0,0,Drama,99116899.95470366
Mr. Bean's Holiday,10.19853,90.0,6.4,2007.0,3.0,151.0,68.0,328.0,132.0,100.0,235.0,0,Family,37417166.841942295
Jingle All the Way,7.898202,89.0,5.8,1996.0,11.0,81.0,32.0,854.0,628.0,626.0,162.0,0,Family,122175591.55118129
Kevin Hart: Let Me Explain,11.110533,74.0,6.7,2013.0,7.0,26.0,15.0,1000.0,309.0,36.0,30.0,0,Comedy,21313874.375773184
The Last of the Mohicans,15.228794,112.0,7.6,1992.0,9.0,89.0,0.0,855.0,363.0,322.0,382.0,0,Action,94973528.16143799
Serial Mom,5.305311,95.0,6.8,1994.0,4.0,52.0,0.0,899.0,849.0,650.0,107.0,3000,Comedy,26471378.95275586
Must Love Dogs,9.378926,98.0,5.9,2005.0,7.0,120.0,30.0,944.0,940.0,664.0,262.0,0,Romance,47669125.42396312
I Know What You Did Last Summer,7.417157,100.0,5.8,1997.0,10.0,140.0,13.0,45000.0,4000.0,681.0,419.0,0,Horror,34616418.32283458
Bill & Ted's Excellent Adventure,15.109261,90.0,6.9,1989.0,2.0,81.0,65.0,18000.0,769.0,730.0,181.0,0,Adventure,23743382.79035959
Aliens,21.761179,137.0,8.4,1986.0,7.0,250.0,0.0,2000.0,626.0,604.0,1076.0,18000,Horror,53355307.6914499
Seabiscuit,7.851669,141.0,7.3,2003.0,7.0,175.0,378.0,12000.0,947.0,599.0,455.0,0,Drama,138240461.82949302
Safe Haven,7.598422,115.0,6.7,2013.0,2.0,184.0,529.0,576.0,447.0,325.0,160.0,23000,Romance,37299279.40760311
The Dictator,7.446085,83.0,6.5,2012.0,5.0,313.0,119.0,600.0,346.0,174.0,310.0,59000,Comedy,87855911.86875072
The General's Daughter,14.039655,116.0,6.4,1999.0,6.0,113.0,165.0,577.0,501.0,475.0,274.0,885,Crime,108127527.13240407
Thirteen,14.379879,100.0,6.8,2003.0,8.0,126.0,308.0,1000.0,482.0,374.0,545.0,0,Crime,3177942.6282642023
Midnight in Paris,11.43256,94.0,7.6,2011.0,5.0,487.0,11000.0,617.0,204.0,183.0,509.0,78000,Fantasy,41388021.75229282
The Raven,7.254242,111.0,6.4,2012.0,3.0,265.0,160.0,771.0,570.0,427.0,190.0,35000,Crime,35142365.34750043
Holy Motors,7.34241,115.0,7.0,2012.0,7.0,332.0,227.0,690.0,227.0,226.0,110.0,12000,Drama,21626071.367692504
Daddy Day Camp,5.414213,89.0,3.2,2007.0,8.0,52.0,0.0,555.0,484.0,405.0,32.0,256,Comedy,8980120.802066153
The Prestige,16.94556,130.0,8.5,2006.0,10.0,341.0,22000.0,23000.0,20000.0,19000.0,1100.0,49000,Drama,61572620.04761901
The Butterfly Effect,12.994939,113.0,7.6,2004.0,1.0,185.0,19.0,8000.0,902.0,829.0,1100.0,15000,Science Fiction,20656621.583717335
The Mexican,9.958406,123.0,6.1,2001.0,3.0,125.0,563.0,24000.0,11000.0,8000.0,344.0,2000,Action,102721150.825784
The Astronaut Farmer,6.862146,104.0,6.3,2006.0,10.0,113.0,35.0,24000.0,912.0,844.0,128.0,862,Adventure,20011102.190476205
Johnny English,8.739991,88.0,6.3,2003.0,4.0,122.0,29.0,427.0,304.0,252.0,285.0,2000,Adventure,63558833.565284155
300: Rise of an Empire,12.904677,102.0,6.2,2014.0,3.0,366.0,263.0,6000.0,1000.0,1000.0,523.0,71000,Action,144193786.48256302
Babe,14.404764,89.0,6.9,1995.0,7.0,79.0,108.0,405.0,368.0,204.0,182.0,5000,Fantasy,61087796.275590524
Air Force One,12.173291,124.0,6.5,1997.0,7.0,142.0,249.0,11000.0,10000.0,936.0,393.0,0,Action,173082087.61417297
A Sound of Thunder,4.980191,110.0,4.2,2005.0,5.0,113.0,0.0,1000.0,307.0,212.0,301.0,785,Thriller,127117666.13056847
Chasing Liberty,5.950792,111.0,6.1,2004.0,1.0,65.0,3.0,448.0,143.0,120.0,129.0,0,Comedy,36546329.725038394
Chasing Liberty,5.950792,111.0,6.1,2004.0,1.0,65.0,3.0,448.0,143.0,120.0,129.0,0,Comedy,36546329.725038394
Chasing Liberty,5.950792,111.0,6.1,2004.0,1.0,65.0,3.0,448.0,143.0,120.0,129.0,0,Comedy,36546329.725038394
Chasing Liberty,5.950792,111.0,6.1,2004.0,1.0,65.0,3.0,448.0,143.0,120.0,129.0,0,Comedy,36546329.725038394
Rebecca,8.590813,130.0,8.1,2040.0,4.0,144.0,13000.0,1000.0,991.0,333.0,276.0,0,Drama,1288000.999999999
My Big Fat Greek Wedding 2,6.344961,94.0,6.0,2016.0,3.0,156.0,52.0,567.0,312.0,261.0,103.0,19000,Romance,23273772.18167388
Desperado,6.950458,104.0,7.1,1995.0,8.0,93.0,0.0,16000.0,12000.0,4000.0,202.0,0,Thriller,14253819.897637784
The Game Plan,9.627676,110.0,6.4,2007.0,9.0,112.0,99.0,12000.0,941.0,835.0,83.0,0,Comedy,32927106.940909248
Contact,14.374866,150.0,7.5,1997.0,7.0,159.0,0.0,11000.0,1000.0,135.0,611.0,15000,Drama,183263386.82677183
Spaced Invaders,2.428279,100.0,5.3,1990.0,4.0,16.0,32.0,610.0,232.0,175.0,54.0,710,Comedy,7123015.537107889
Sydney White,6.463883,108.0,6.2,2007.0,9.0,72.0,18.0,714.0,701.0,433.0,50.0,0,Comedy,24695330.455681898
Adore,12.260159,100.0,6.2,2013.0,4.0,141.0,105.0,18000.0,6000.0,748.0,87.0,0,Drama,21313874.375773184
"The Book of Mormon Movie, Volume 1: The Journey",0.079856,120.0,3.0,2003.0,9.0,7.0,0.0,178.0,69.0,40.0,30.0,32,Drama,3177942.6282642023
The Hangover,23.947351,100.0,7.7,2009.0,6.0,334.0,480.0,14000.0,839.0,706.0,626.0,24000,Comedy,50627212.15704991
All The Queen's Men,1.652275,99.0,4.8,2001.0,10.0,19.0,24.0,776.0,595.0,125.0,40.0,193,Action,27031882.533101045
Белка и Стрелка. Звёздные собаки,4.037707,85.0,5.0,2010.0,3.0,16.0,0.0,21.0,15.0,7.0,8.0,200,Family,35578705.552958824
The Marine,6.679168,92.0,4.8,2006.0,10.0,78.0,8.0,472.0,239.0,129.0,284.0,0,Action,30786310.52380957
Riding in Cars with Boys,4.556123,132.0,6.5,2001.0,10.0,89.0,545.0,919.0,811.0,807.0,210.0,0,Comedy,86502021.90592365
Stonewall,3.531089,129.0,5.4,2015.0,9.0,74.0,776.0,25000.0,463.0,256.0,30.0,0,Drama,17675530.603361797
The Conspirator,5.481452,122.0,6.9,2010.0,9.0,199.0,0.0,18000.0,1000.0,939.0,135.0,0,Crime,35578705.552958824
The Horse Whisperer,7.685548,170.0,6.7,1998.0,5.0,96.0,0.0,19000.0,1000.0,380.0,263.0,0,Drama,108127527.13240407
The Purge: Anarchy,27.756026,104.0,6.4,2014.0,7.0,285.0,65.0,2000.0,971.0,908.0,244.0,15000,Horror,11797674.357664222
Lions for Lambs,5.80986,92.0,6.2,2007.0,10.0,227.0,0.0,11000.0,10000.0,10000.0,298.0,0,Action,52384033.17871914
Deadfall,8.435294,95.0,6.2,2012.0,11.0,162.0,24.0,16000.0,10000.0,874.0,86.0,0,Crime,16219553.775769394
Lake of Fire,0.91505,152.0,8.1,2006.0,9.0,47.0,194.0,103.0,2.0,0.0,29.0,570,Documentary,24629048.619047645
Hotel Transylvania 2,11.760218,89.0,6.6,2015.0,9.0,152.0,266.0,12000.0,11000.0,859.0,97.0,16000,Animation,104743880.13103281
Elizabethtown,11.82081,123.0,6.3,2005.0,10.0,190.0,488.0,5000.0,4000.0,2000.0,495.0,0,Comedy,90571337.40552995
Good Kill,8.35399,104.0,6.4,2015.0,4.0,166.0,487.0,991.0,943.0,118.0,68.0,0,Action,20948776.826206535
What Just Happened,10.510245,104.0,5.6,2008.0,10.0,137.0,272.0,22000.0,18000.0,17000.0,111.0,845,Comedy,36033637.31719017
Pi,10.621362,84.0,7.3,1998.0,7.0,138.0,0.0,1000.0,512.0,194.0,586.0,24000,Mystery,108128.52613240421
On the Waterfront,18.211093,108.0,8.1,2054.0,6.0,134.0,603.0,10000.0,416.0,279.0,281.0,0,Crime,910000.9999999997
Timecop,8.907074,99.0,5.9,1994.0,9.0,62.0,0.0,664.0,655.0,186.0,115.0,0,Thriller,54979016.74803154
Stir of Echoes,5.875606,99.0,6.9,1999.0,9.0,164.0,192.0,347.0,301.0,282.0,374.0,0,Horror,21625506.226480868
The Theory of Everything,11.85302,123.0,7.7,2014.0,11.0,419.0,120.0,13000.0,876.0,149.0,388.0,90000,Drama,19662789.92944038
The Master,8.074218,137.0,7.1,2012.0,9.0,546.0,0.0,378.0,18.0,15.0,405.0,27000,Drama,43252141.73538502
Antitrust,8.142166,108.0,6.1,2001.0,1.0,123.0,29.0,779.0,240.0,91.0,221.0,0,Action,54063764.06620214
Big Eyes,7.412826,105.0,7.0,2014.0,12.0,325.0,13000.0,11000.0,430.0,309.0,147.0,20000,Drama,13108526.952960247
A Lonely Place to Die,6.780752,99.0,6.2,2011.0,4.0,135.0,7.0,762.0,706.0,641.0,97.0,0,Adventure,5518403.766972381
Monte Carlo,8.34835,109.0,5.8,2011.0,7.0,94.0,15.0,3000.0,775.0,350.0,44.0,6000,Adventure,27592014.834861893
The Love Guru,6.258666,87.0,3.8,2008.0,6.0,150.0,12.0,3000.0,966.0,645.0,250.0,0,Comedy,89363419.06663159
Duplicity,9.097953,125.0,6.1,2009.0,3.0,211.0,209.0,8000.0,1000.0,896.0,184.0,0,Romance,113038488.20058545
Just My Luck,6.053567,103.0,5.5,2006.0,5.0,98.0,80.0,806.0,591.0,585.0,149.0,0,Comedy,43100834.33333339
The Robe,3.826281,135.0,6.7,2053.0,9.0,42.0,28.0,726.0,422.0,275.0,69.0,0,Drama,4100000.9999999907
Predators,9.034929,107.0,6.4,2010.0,7.0,351.0,190.0,2000.0,1000.0,520.0,619.0,17000,Action,56925928.284734234
Miracle at St. Anna,11.221186,160.0,6.1,2008.0,9.0,158.0,0.0,23000.0,1000.0,826.0,182.0,0,Drama,64860546.37094224
Martin Lawrence Live: Runteldat,0.527297,113.0,5.4,2002.0,8.0,24.0,9.0,71.0,65.0,12.0,35.0,63,Comedy,5406377.306620208
The Rock,13.249824,136.0,7.4,1996.0,6.0,122.0,0.0,12000.0,2000.0,904.0,415.0,51000,Action,152719489.1889766
Indiana Jones and the Last Crusade,14.788987,127.0,8.2,1989.0,5.0,149.0,14000.0,11000.0,844.0,440.0,477.0,0,Adventure,113968233.59372619
The Greatest Movie Ever Sold,4.39817,87.0,6.6,2011.0,4.0,130.0,293.0,16000.0,14000.0,808.0,45.0,0,Comedy,22073612.067889534
Pan,11.30428,111.0,5.7,2015.0,9.0,256.0,456.0,20000.0,548.0,394.0,186.0,24000,Adventure,196394774.3706868
Pan,11.30428,111.0,5.7,2015.0,9.0,256.0,456.0,20000.0,548.0,394.0,186.0,24000,Adventure,196394774.3706868
Pan,11.30428,111.0,5.7,2015.0,9.0,256.0,456.0,20000.0,559.0,394.0,186.0,24000,Adventure,196394774.3706868
Pan,11.30428,111.0,5.7,2015.0,9.0,256.0,456.0,20000.0,548.0,394.0,186.0,24000,Adventure,196394774.3706868
Pan,11.30428,111.0,5.7,2015.0,9.0,256.0,456.0,20000.0,548.0,394.0,186.0,24000,Adventure,196394774.3706868
Pan,11.30428,111.0,5.7,2015.0,9.0,256.0,456.0,20000.0,559.0,394.0,186.0,24000,Adventure,196394774.3706868
Pan,11.30428,111.0,5.7,2015.0,9.0,256.0,456.0,20000.0,548.0,394.0,186.0,24000,Adventure,196394774.3706868
Pan,11.30428,111.0,5.7,2015.0,9.0,256.0,456.0,20000.0,548.0,394.0,186.0,24000,Adventure,196394774.3706868
Pan,11.30428,111.0,5.7,2015.0,9.0,256.0,456.0,20000.0,559.0,394.0,186.0,24000,Adventure,196394774.3706868
Dazed and Confused,6.8652,102.0,7.6,1993.0,9.0,152.0,0.0,14000.0,1000.0,787.0,408.0,10000,Comedy,14050193.913385825
I Still Know What You Did Last Summer,11.023042,100.0,4.8,1998.0,11.0,125.0,41.0,45000.0,1000.0,970.0,418.0,891,Horror,117138154.31010474
The Lord of the Rings: The Two Towers,29.423537,174.11587433319053,8.8,2002.0,12.0,294.0,0.0,16000.0,5000.0,857.0,2417.0,10000,Adventure,142367910.40766555
Sweet Charity,0.537378,149.0,6.9,2069.0,1.0,15.0,189.0,683.0,641.0,388.0,64.0,548,Comedy,8000001.000000002
Crossover,0.906143,95.0,2.2,2006.0,9.0,25.0,17.0,592.0,378.0,255.0,36.0,244,Action,8928030.761904776
About Schmidt,11.066473,125.0,7.2,2002.0,12.0,217.0,729.0,442.0,344.0,322.0,612.0,0,Drama,54063764.06620214
Phone Booth,9.142772,81.0,7.1,2002.0,9.0,216.0,541.0,991.0,465.0,328.0,629.0,0,Thriller,23427631.662020937
Chappie,30.206365,120.0,6.8,2015.0,3.0,371.0,662.0,20000.0,2000.0,502.0,627.0,67000,Crime,64155626.967757665
Gothika,10.939066,98.0,5.8,2003.0,11.0,207.0,326.0,21000.0,534.0,416.0,376.0,0,Horror,63558833.565284155
Baggage Claim,5.590678,96.0,5.1,2013.0,9.0,52.0,68.0,3000.0,1000.0,1000.0,41.0,0,Comedy,11322996.230879538
Eddie the Eagle,7.528276,106.0,7.3,2016.0,2.0,216.0,452.0,20000.0,732.0,141.0,119.0,15000,Comedy,29738708.621027704
Eddie the Eagle,7.528276,106.0,7.3,2016.0,2.0,216.0,452.0,20000.0,732.0,141.0,119.0,15000,Comedy,29738708.621027704
Eddie the Eagle,7.528276,106.0,7.3,2016.0,2.0,216.0,452.0,20000.0,732.0,141.0,119.0,15000,Comedy,29738708.621027704
Eddie the Eagle,7.528276,106.0,7.3,2016.0,2.0,216.0,452.0,20000.0,732.0,141.0,119.0,15000,Comedy,29738708.621027704
The Black Stallion,10.246132,118.0,7.4,1979.0,10.0,33.0,19.0,481.0,81.0,48.0,90.0,0,Adventure,10168450.029126225
50 First Dates,11.134888,99.0,6.8,2004.0,2.0,147.0,88.0,11000.0,427.0,328.0,456.0,11000,Comedy,119172812.0599079
Burnt,8.066726,100.0,6.6,2015.0,10.0,175.0,53.0,14000.0,1000.0,580.0,129.0,25000,Drama,26185970.782758225
One for the Money,6.322435,91.0,5.3,2012.0,1.0,127.0,30.0,922.0,786.0,497.0,169.0,19000,Action,54065176.919231415
28 Days Later,17.656951,113.0,7.5,2002.0,10.0,224.0,0.0,133.0,32.0,27.0,1441.0,11000,Horror,9010628.177700365
House of 1000 Corpses,11.00913,89.0,6.0,2003.0,4.0,202.0,0.0,1000.0,340.0,303.0,922.0,0,Horror,11122796.69892474
Edge of Darkness,9.554067,117.0,6.6,2010.0,1.0,258.0,258.0,2000.0,1000.0,896.0,256.0,0,Crime,113851855.56946848
Kissing Jessica Stein,3.374229,97.0,6.5,2001.0,4.0,110.0,0.0,378.0,321.0,117.0,190.0,682,Comedy,1802126.435540071
I'm Not There.,9.351557,135.0,6.8,2007.0,10.0,231.0,162.0,23000.0,13000.0,228.0,230.0,0,Drama,29933733.673553865
From Dusk Till Dawn,15.339153,108.0,7.2,1996.0,1.0,165.0,0.0,16000.0,4000.0,844.0,592.0,12000,Horror,38688938.007874005
Kundun,5.01752,134.0,7.0,1997.0,12.0,85.0,17000.0,2.0,2.0,0.0,117.0,0,Drama,57015276.590551086
Trippin',0.218263,94.0,5.3,1999.0,5.0,16.0,9.0,927.0,209.0,200.0,8.0,143,Comedy,28834007.968641106
The Wrestler,7.903956,109.0,7.9,2008.0,9.0,391.0,0.0,1000.0,245.0,120.0,547.0,10000,Drama,8648073.716125648
Before Midnight,11.30324,108.0,7.9,2013.0,4.0,405.0,0.0,140.0,63.0,48.0,270.0,62000,Romance,3996352.257957481
Creepshow,10.434018,120.0,6.8,1982.0,11.0,127.0,0.0,875.0,826.0,602.0,211.0,0,Horror,30128738.86407765
Creepshow,10.434018,120.0,6.8,1982.0,11.0,127.0,0.0,875.0,826.0,602.0,211.0,0,Horror,30128738.86407765
Creepshow,10.434018,120.0,6.8,1982.0,11.0,127.0,0.0,875.0,826.0,602.0,211.0,0,Horror,30128738.86407765
Creepshow,10.434018,120.0,6.8,1982.0,11.0,127.0,0.0,875.0,826.0,602.0,211.0,0,Horror,30128738.86407765
Little Miss Sunshine,5.320117,102.0,7.8,2006.0,7.0,270.0,36.0,7000.0,150.0,27.0,889.0,15000,Comedy,12314524.809523813
Infamous,5.169999,110.0,7.0,2006.0,11.0,129.0,41.0,2000.0,812.0,442.0,102.0,0,Drama,20011102.190476205
Snitch,13.542675,112.0,6.4,2013.0,2.0,238.0,29.0,12000.0,1000.0,874.0,122.0,12000,Thriller,46624099.00950391
Snitch,13.542675,112.0,6.4,2013.0,2.0,238.0,29.0,12000.0,1000.0,874.0,122.0,12000,Thriller,46624099.00950391
Snitch,13.542675,112.0,6.4,2013.0,2.0,238.0,29.0,12000.0,1000.0,874.0,122.0,12000,Thriller,46624099.00950391
Snitch,13.542675,112.0,6.4,2013.0,2.0,238.0,29.0,12000.0,1000.0,874.0,122.0,12000,Thriller,46624099.00950391
Top Gun,20.301019,110.0,7.0,1986.0,5.0,173.0,12000.0,10000.0,1000.0,555.0,388.0,19000,Action,43261060.47955389
A Knight's Tale,10.90061,132.0,7.0,2001.0,5.0,167.0,241.0,13000.0,3000.0,996.0,658.0,0,Adventure,117138154.31010474
10 Things I Hate About You,12.069966,97.0,7.4,1999.0,3.0,133.0,19.0,23000.0,13000.0,835.0,549.0,10000,Comedy,28834007.968641106
The Machinist,10.737565,101.0,7.6,2004.0,2.0,204.0,122.0,23000.0,1000.0,360.0,458.0,21000,Thriller,7944855.070660518
Win a Date with Tad Hamilton!,5.924226,95.0,5.6,2004.0,1.0,84.0,126.0,2000.0,989.0,886.0,140.0,876,Comedy,27012504.840245746
Fast Times at Ridgemont High,14.658885,90.0,7.1,1982.0,8.0,118.0,143.0,1000.0,901.0,811.0,228.0,0,Comedy,16947416.04854369
Double Jeopardy,10.876463,105.0,6.5,1999.0,9.0,129.0,78.0,984.0,489.0,298.0,336.0,0,Crime,126148781.48780474
Last Action Hero,9.434006,130.0,6.5,1993.0,6.0,80.0,323.0,670.0,442.0,330.0,257.0,0,Adventure,173082087.61417297
The Animal,8.473369,84.0,4.8,2001.0,6.0,75.0,42.0,436.0,241.0,182.0,132.0,1000,Action,39646760.581881516
Sideways,12.646518,126.0,7.5,2004.0,10.0,285.0,729.0,912.0,306.0,284.0,835.0,0,Comedy,25423534.02611369
Double Impact,6.600651,110.0,5.6,1991.0,7.0,40.0,23.0,633.0,67.0,51.0,72.0,0,Thriller,35615073.685539365
The Neverending Story,14.225919,102.0,7.3,1984.0,4.0,99.0,249.0,523.0,312.0,271.0,284.0,21000,Drama,77869908.06319693
Step Up 2: The Streets,7.667579,98.0,6.2,2008.0,2.0,97.0,209.0,158.0,152.0,129.0,108.0,0,Music,33150946.411814943
Pollock,11.179864,122.0,7.0,2000.0,9.0,115.0,0.0,697.0,394.0,221.0,148.0,0,Drama,11.81275261324042
The Hurricane,5.716009,146.0,7.6,1999.0,9.0,65.0,278.0,18000.0,584.0,494.0,265.0,0,Drama,90106272.77700396
The Book of Life,10.337994,95.0,7.2,2014.0,10.0,156.0,34.0,17000.0,995.0,679.0,102.0,18000,Romance,65542630.76480133
Woo,2.326115,84.0,4.2,1998.0,5.0,23.0,18.0,1000.0,851.0,744.0,20.0,204,Comedy,23427631.662020937
Syriana,5.768575,128.0,6.9,2005.0,11.0,358.0,79.0,13000.0,903.0,414.0,625.0,0,Drama,79448541.70660533
Syriana,5.768575,128.0,6.9,2005.0,11.0,358.0,79.0,13000.0,903.0,414.0,625.0,0,Drama,79448541.70660533
Syriana,5.768575,128.0,6.9,2005.0,11.0,358.0,79.0,13000.0,903.0,414.0,625.0,0,Drama,79448541.70660533
Syriana,5.768575,128.0,6.9,2005.0,11.0,358.0,79.0,13000.0,903.0,414.0,625.0,0,Drama,79448541.70660533
Barbarella,14.304205,98.0,5.9,2068.0,10.0,107.0,35.0,949.0,178.0,170.0,186.0,0,Science Fiction,9000000.999999996
The Curse of the Were-Rabbit,11.766244,85.0,7.5,2005.0,9.0,209.0,9.0,567.0,269.0,100.0,307.0,0,Adventure,47669125.42396312
Sense and Sensibility,10.673167,136.0,7.7,1995.0,12.0,69.0,0.0,25000.0,14000.0,1000.0,196.0,0,Drama,33598288.40157484
Lone Wolf McQuade,5.839893,107.0,6.3,1983.0,4.0,29.0,8.0,926.0,400.0,268.0,65.0,0,Action,14420354.159851292
キュア,3.111281,111.0,7.5,1997.0,11.0,78.0,62.0,89.0,13.0,6.0,50.0,817,Crime,40726.19685039371
Los cronocrímenes,8.623982,92.0,7.1,2007.0,9.0,173.0,76.0,123.0,76.0,36.0,124.0,0,Science Fiction,3891386.2475620005
Don Juan DeMarco,7.438934,97.0,6.7,1994.0,10.0,44.0,19.0,40000.0,10000.0,977.0,117.0,0,Romance,50906497.06299219
Enter the Void,8.378149,161.0,7.2,2009.0,5.0,216.0,929.0,488.0,289.0,116.0,192.0,23000,Fantasy,18804393.71547567
V for Vendetta,20.214422,132.0,8.1,2006.0,3.0,525.0,160.0,20000.0,979.0,443.0,2042.0,48000,Action,83123036.71428564
Whip It,14.511442,111.0,6.9,2009.0,9.0,230.0,0.0,796.0,787.0,727.0,118.0,10000,Drama,21697377.210164253
Chernobyl Diaries,6.76513,88.0,5.0,2012.0,5.0,270.0,18.0,1000.0,466.0,300.0,271.0,24000,Horror,21626071.367692504
The Hobbit: The Desolation of Smaug,20.644776,161.0,7.8,2013.0,12.0,509.0,0.0,5000.0,972.0,773.0,951.0,83000,Adventure,202077644.52301505
Red Dawn,8.233168,114.0,6.3,1984.0,8.0,97.0,468.0,1000.0,1000.0,919.0,383.0,0,Action,12113097.654275112
Stealth,13.89018,121.0,5.1,2005.0,7.0,145.0,357.0,820.0,780.0,653.0,388.0,0,Action,214511060.90783566
Kick-Ass 2,13.570264,103.0,6.5,2013.0,7.0,350.0,65.0,17000.0,927.0,405.0,378.0,36000,Action,37299279.40760311
Without Limits,3.643468,117.0,7.2,1998.0,9.0,28.0,162.0,2000.0,878.0,745.0,57.0,942,Drama,45053136.88850172
The Day After Tomorrow,15.049695,124.0,6.5,2004.0,5.0,239.0,776.0,15000.0,2000.0,812.0,1159.0,19000,Action,198621352.76651305
Big Trouble in Little China,11.109932,99.0,7.2,1986.0,5.0,180.0,0.0,400.0,223.0,52.0,331.0,19000,Action,72101766.7992564
Paul Blart: Mall Cop,13.003122,91.0,5.3,2009.0,1.0,167.0,41.0,567.0,402.0,328.0,201.0,0,Action,37608786.43095135
Star Wars: Episode III - Revenge of the Sith,13.165421,140.0,7.6,2005.0,5.0,359.0,0.0,20000.0,16000.0,4000.0,3286.0,10000,Science Fiction,179553702.99692753
The Order,5.370818,102.0,5.1,2003.0,9.0,112.0,241.0,13000.0,891.0,127.0,204.0,704,Drama,55613979.49462375
Sweet Home Alabama,8.587129,108.0,6.2,2002.0,9.0,97.0,72.0,982.0,935.0,559.0,392.0,0,Comedy,54063764.06620214
Kill the Messenger,13.524048,112.0,6.9,2014.0,10.0,163.0,52.0,10000.0,963.0,688.0,99.0,13000,Thriller,6554263.976480127
Ride Along 2,9.420931,102.0,5.9,2016.0,1.0,119.0,167.0,2000.0,874.0,655.0,58.0,0,Action,51719492.514830835
Little Shop of Horrors,7.409179,94.0,7.1,1986.0,12.0,63.0,0.0,13000.0,854.0,413.0,165.0,0,Horror,72101766.7992564
The Visit,15.021058,94.0,6.3,2015.0,9.0,371.0,0.0,432.0,309.0,99.0,455.0,27000,Horror,6546493.4456895515
American Pie,18.344227,95.0,7.0,1999.0,7.0,145.0,80.0,3000.0,1000.0,1000.0,789.0,0,Comedy,19823380.79094075
Beyond the Mat,2.691433,102.0,7.6,1999.0,10.0,70.0,6.0,54.0,44.0,43.0,80.0,491,Documentary,3700932.2964459923
The Expendables 3,14.753545,127.0,6.1,2014.0,8.0,320.0,385.0,26000.0,13000.0,11000.0,351.0,56000,Action,117976734.57664287
Elmer Gantry,6.409512,146.0,7.7,2060.0,6.0,42.0,174.0,556.0,422.0,125.0,81.0,808,Drama,3000001.000000001
Eight Below,13.876881,120.0,7.3,2006.0,2.0,118.0,155.0,23000.0,984.0,249.0,263.0,11000,Adventure,61572620.04761901
The Great Raid,14.987902,132.0,6.6,2005.0,8.0,81.0,131.0,11000.0,298.0,242.0,183.0,0,Action,127117666.13056847
The Rose,2.132964,125.0,6.9,1979.0,11.0,32.0,43.0,563.0,236.0,122.0,52.0,1000,Drama,34836354.15533982
Fair Game,6.303785,108.0,6.8,2010.0,5.0,214.0,218.0,6000.0,3000.0,405.0,127.0,9000,Drama,31309261.006603807
